Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Accession	MIM Morbid Description	Ensembl Gene ID	Description	Gene type
Y_RNA	109626697	109626798			ENSG00000201023	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
RPL7P28	109648378	109649117			ENSG00000218632	ribosomal protein L7 pseudogene 28 [Source:HGNC Symbol;Acc:35899]	pseudogene
RP11-425D10.10	109703998	109704869			ENSG00000260273		antisense
AL109947.1	109755377	109755443			ENSG00000239160		miRNA
RP5-919F19.5	109809109	109828003			ENSG00000223537		antisense
AL109947.2	109825590	109825729			ENSG00000253037		miRNA
WDR46	33246885	33257304			ENSG00000227057	WD repeat domain 46 [Source:HGNC Symbol;Acc:13923]	protein_coding
LRFN2	40359325	40555204			ENSG00000156564	leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:21226]	protein_coding
MEGT1	31674681	31685695			ENSG00000250641	HCG43720, isoform CRA_a; Lymphocyte antigen 6 complex locus protein G6f; Megakaryocyte-enhanced gene transcript 1 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9NZJ1]	protein_coding
UNC5CL	40994772	41006928			ENSG00000124602	unc-5 homolog C (C. elegans)-like [Source:HGNC Symbol;Acc:21203]	protein_coding
TJAP1	43445261	43474294			ENSG00000137221	tight junction associated protein 1 (peripheral) [Source:HGNC Symbol;Acc:17949]	protein_coding
LY6G6E	31679548	31681842			ENSG00000255552	lymphocyte antigen 6 complex, locus G6E (pseudogene) [Source:HGNC Symbol;Acc:13934]	protein_coding
LY6G6D	31683133	31685581			ENSG00000244355	lymphocyte antigen 6 complex, locus G6D [Source:HGNC Symbol;Acc:13935]	protein_coding
CNKSR3	154708638	154831793			ENSG00000153721	CNKSR family member 3 [Source:HGNC Symbol;Acc:23034]	protein_coding
AKAP12	151561134	151679692			ENSG00000131016	A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:370]	protein_coding
SERAC1	158530536	158589312	614739	 3-@METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE	ENSG00000122335	serine active site containing 1 [Source:HGNC Symbol;Acc:21061]	protein_coding
CD109	74405508	74538040			ENSG00000156535	CD109 molecule [Source:HGNC Symbol;Acc:21685]	protein_coding
EEF1E1-BLOC1S5	8015959	8102763			ENSG00000265818	EEF1E1-BLOC1S5 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:49187]	protein_coding
EEF1E1	8073593	8102811			ENSG00000124802	eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:3212]	protein_coding
ZBTB2	151685252	151712683			ENSG00000181472	zinc finger and BTB domain containing 2 [Source:HGNC Symbol;Acc:20868]	protein_coding
CDKAL1	20534688	21232635	125853	 DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	ENSG00000145996	CDK5 regulatory subunit associated protein 1-like 1 [Source:HGNC Symbol;Acc:21050]	protein_coding
C6orf25	31686371	31694491			ENSG00000204420	chromosome 6 open reading frame 25 [Source:HGNC Symbol;Acc:13937]	protein_coding
RMND1	151725989	151773259	614922	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11	ENSG00000155906	required for meiotic nuclear division 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21176]	protein_coding
PEX7	137143717	137235075	614879	 PEROXISOME BIOGENESIS DISORDER 9B; PBD9B	ENSG00000112357	peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:8860]	protein_coding
PEX7	137143717	137235075	215100	 RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1; RCDP1	ENSG00000112357	peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:8860]	protein_coding
IL17A	52051185	52055436			ENSG00000112115	interleukin 17A [Source:HGNC Symbol;Acc:5981]	protein_coding
ABRACL	139349819	139364439			ENSG00000146386	ABRA C-terminal like [Source:HGNC Symbol;Acc:21230]	protein_coding
GINM1	149887430	149912884			ENSG00000055211	glycoprotein integral membrane 1 [Source:HGNC Symbol;Acc:21074]	protein_coding
HECA	139456249	139501939			ENSG00000112406	headcase homolog (Drosophila) [Source:HGNC Symbol;Acc:21041]	protein_coding
SCAF8	155054459	155155192			ENSG00000213079	SR-related CTD-associated factor 8 [Source:HGNC Symbol;Acc:20959]	protein_coding
TXLNB	139561198	139613276			ENSG00000164440	taxilin beta [Source:HGNC Symbol;Acc:21617]	protein_coding
PRDM13	100054606	100063454			ENSG00000112238	PR domain containing 13 [Source:HGNC Symbol;Acc:13998]	protein_coding
OARD1	41001366	41065526			ENSG00000124596	O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:21257]	protein_coding
PI16	36922209	36932613			ENSG00000164530	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]	protein_coding
MCHR2	100367786	100442123			ENSG00000152034	melanin-concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:20867]	protein_coding
SLC35B3	8413301	8435794			ENSG00000124786	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3 [Source:HGNC Symbol;Acc:21601]	protein_coding
GTF2H5	158589384	158620376	601675	 TRICHOTHIODYSTROPHY, PHOTOSENSITIVE; TTDP	ENSG00000272047	general transcription factor IIH, polypeptide 5 [Source:HGNC Symbol;Acc:21157]	protein_coding
SIM1	100832891	100912805			ENSG00000112246	single-minded family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:10882]	protein_coding
LRRC73	43474707	43478424			ENSG00000204052	leucine rich repeat containing 73 [Source:HGNC Symbol;Acc:21375]	protein_coding
IL17F	52101479	52109335	613956	 CANDIDIASIS, FAMILIAL, 6; CANDF6	ENSG00000112116	interleukin 17F [Source:HGNC Symbol;Acc:16404]	protein_coding
NOL7	13615559	13632971			ENSG00000225921	nucleolar protein 7, 27kDa [Source:HGNC Symbol;Acc:21040]	protein_coding
TULP4	158733692	158932860			ENSG00000130338	tubby like protein 4 [Source:HGNC Symbol;Acc:15530]	protein_coding
SLC35D3	137243402	137246777			ENSG00000182747	solute carrier family 35, member D3 [Source:HGNC Symbol;Acc:15621]	protein_coding
C6orf211	151773422	151791236			ENSG00000146476	chromosome 6 open reading frame 211 [Source:HGNC Symbol;Acc:17872]	protein_coding
KATNA1	149916009	149970108			ENSG00000186625	katanin p60 (ATPase containing) subunit A 1 [Source:HGNC Symbol;Acc:6216]	protein_coding
IL20RA	137321108	137366298			ENSG00000016402	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding
LRRC16A	25279306	25620758			ENSG00000079691	leucine rich repeat containing 16A [Source:HGNC Symbol;Acc:21581]	protein_coding
CITED2	139693393	139695757	614433	 ATRIAL SEPTAL DEFECT 8; ASD8	ENSG00000164442	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:HGNC Symbol;Acc:1987]	protein_coding
CITED2	139693393	139695757	614431	 VENTRICULAR SEPTAL DEFECT 2; VSD2	ENSG00000164442	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:HGNC Symbol;Acc:1987]	protein_coding
ASCC3	100956070	101329248			ENSG00000112249	activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:18697]	protein_coding
MCM3	52128807	52149679			ENSG00000112118	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:6945]	protein_coding
BTN2A1	26458150	26476849			ENSG00000112763	butyrophilin, subfamily 2, member A1 [Source:HGNC Symbol;Acc:1136]	protein_coding
POLR1C	43477440	43497323	248390	 TREACHER COLLINS SYNDROME 3; TCS3	ENSG00000171453	polymerase (RNA) I polypeptide C, 30kDa [Source:HGNC Symbol;Acc:20194]	protein_coding
NMBR	142379467	142409936			ENSG00000135577	neuromedin B receptor [Source:HGNC Symbol;Acc:7843]	protein_coding
MTCH1	36935917	36954074			ENSG00000137409	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:17586]	protein_coding
RP3-468K18.5	144128229	144165754			ENSG00000257065		protein_coding
TMEM181	158957468	159056460			ENSG00000146433	transmembrane protein 181 [Source:HGNC Symbol;Acc:20958]	protein_coding
CCDC170	151815165	151942328			ENSG00000120262	coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:21177]	protein_coding
AL133262.1	44400472	44400720			ENSG00000267849		protein_coding
GJE1	142454227	142456288			ENSG00000203733	gap junction protein, epsilon 1, 23kDa [Source:HGNC Symbol;Acc:33251]	protein_coding
SUPT3H	44777054	45345690			ENSG00000196284	suppressor of Ty 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11466]	protein_coding
LTV1	144164481	144184949			ENSG00000135521	LTV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21173]	protein_coding
VTA1	142468367	142545826			ENSG00000009844	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]	protein_coding
AL591025.1	159047471	159049322			ENSG00000214239	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7BYS0]	protein_coding
DYNLT1	159057506	159065771			ENSG00000146425	dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:11697]	protein_coding
LATS1	149979289	150039392			ENSG00000131023	large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:6514]	protein_coding
SYTL3	159071046	159185908			ENSG00000164674	synaptotagmin-like 3 [Source:HGNC Symbol;Acc:15587]	protein_coding
RUNX2	45295894	45632086	156510	 METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY;	ENSG00000124813	runt-related transcription factor 2 [Source:HGNC Symbol;Acc:10472]	protein_coding
RUNX2	45295894	45632086	119600	 CLEIDOCRANIAL DYSPLASIA; CCD	ENSG00000124813	runt-related transcription factor 2 [Source:HGNC Symbol;Acc:10472]	protein_coding
BTN1A1	26501449	26510650			ENSG00000124557	butyrophilin, subfamily 1, member A1 [Source:HGNC Symbol;Acc:1135]	protein_coding
AL441883.1	13615728	13621126			ENSG00000268059	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2E0]	protein_coding
ESR1	151977826	152450754	615363	 ESTROGEN RESISTANCE; ESTRR	ENSG00000091831	estrogen receptor 1 [Source:HGNC Symbol;Acc:3467]	protein_coding
ZC2HC1B	144185573	144259483			ENSG00000118491	zinc finger, C2HC-type containing 1B [Source:HGNC Symbol;Acc:21174]	protein_coding
RANBP9	13621730	13711796			ENSG00000010017	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]	protein_coding
HMGN4	26538633	26546482			ENSG00000182952	high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:4989]	protein_coding
TSPO2	41010293	41012076			ENSG00000112212	translocator protein 2 [Source:HGNC Symbol;Acc:21256]	protein_coding
ABT1	26597180	26600278			ENSG00000146109	activator of basal transcription 1 [Source:HGNC Symbol;Acc:17369]	protein_coding
PFDN6	33257079	33266178			ENSG00000204220	prefoldin subunit 6 [Source:HGNC Symbol;Acc:4926]	protein_coding
EZR	159186773	159240444			ENSG00000092820	ezrin [Source:HGNC Symbol;Acc:12691]	protein_coding
RGL2	33259431	33267101			ENSG00000237441	ral guanine nucleotide dissociation stimulator-like 2 [Source:HGNC Symbol;Acc:9769]	protein_coding
APOBEC2	41021043	41032250			ENSG00000124701	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2 [Source:HGNC Symbol;Acc:605]	protein_coding
GPR126	142622991	142767403	606255	 STATURE AS A QUANTITATIVE TRAIT	ENSG00000112414	G protein-coupled receptor 126 [Source:HGNC Symbol;Acc:13841]	protein_coding
NFYA	41040684	41067715			ENSG00000001167	nuclear transcription factor Y, alpha [Source:HGNC Symbol;Acc:7804]	protein_coding
SOX4	21593972	21598847			ENSG00000124766	SRY (sex determining region Y)-box 4 [Source:HGNC Symbol;Acc:11200]	protein_coding
NUP43	150045451	150070801			ENSG00000120253	nucleoporin 43kDa [Source:HGNC Symbol;Acc:21182]	protein_coding
C6orf99	159290971	159331385			ENSG00000203711	chromosome 6 open reading frame 99 [Source:HGNC Symbol;Acc:21179]	protein_coding
PLAGL1	144261437	144385735			ENSG00000118495	pleiomorphic adenoma gene-like 1 [Source:HGNC Symbol;Acc:9046]	protein_coding
RSPH3	159393903	159421219			ENSG00000130363	radial spoke 3 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21054]	protein_coding
TAGAP	159455500	159466184			ENSG00000164691	T-cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:15669]	protein_coding
YIPF3	43479565	43484728			ENSG00000137207	Yip1 domain family, member 3 [Source:HGNC Symbol;Acc:21023]	protein_coding
OFCC1	9596343	10211841			ENSG00000181355	orofacial cleft 1 candidate 1 [Source:HGNC Symbol;Acc:21017]	protein_coding
ZNF322	26636518	26659980			ENSG00000181315	zinc finger protein 322 [Source:HGNC Symbol;Acc:23640]	protein_coding
SF3B5	144416018	144416754			ENSG00000169976	splicing factor 3b, subunit 5, 10kDa [Source:HGNC Symbol;Acc:21083]	protein_coding
STX11	144471663	144509507	603552	 HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4	ENSG00000135604	syntaxin 11 [Source:HGNC Symbol;Acc:11429]	protein_coding
LY6G6C	31686425	31689622			ENSG00000204421	lymphocyte antigen 6 complex, locus G6C [Source:HGNC Symbol;Acc:13936]	protein_coding
FNDC1	159590429	159693141			ENSG00000164694	fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:21184]	protein_coding
CLIC5	45868045	46048132			ENSG00000112782	chloride intracellular channel 5 [Source:HGNC Symbol;Acc:13517]	protein_coding
TREML1	41117080	41122075			ENSG00000161911	triggering receptor expressed on myeloid cells-like 1 [Source:HGNC Symbol;Acc:20434]	protein_coding
MCUR1	13786789	13814800			ENSG00000050393	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:21097]	protein_coding
COL12A1	75794042	75915767			ENSG00000111799	collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:2188]	protein_coding
UTRN	144606837	145174170			ENSG00000152818	utrophin [Source:HGNC Symbol;Acc:12635]	protein_coding
PAQR8	52226219	52272575			ENSG00000170915	progestin and adipoQ receptor family member VIII [Source:HGNC Symbol;Acc:15708]	protein_coding
EFHC1	52285106	52387892	607631	 EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1	ENSG00000096093	EF-hand domain (C-terminal) containing 1 [Source:HGNC Symbol;Acc:16406]	protein_coding
EFHC1	52285106	52387892	254770	 EPILEPSY, MYOCLONIC JUVENILE; EJM	ENSG00000096093	EF-hand domain (C-terminal) containing 1 [Source:HGNC Symbol;Acc:16406]	protein_coding
SOD2	160090089	160183561	612634	 MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6; MVCD6	ENSG00000112096	superoxide dismutase 2, mitochondrial [Source:HGNC Symbol;Acc:11180]	protein_coding
SCUBE3	35182190	35220856			ENSG00000146197	signal peptide, CUB domain, EGF-like 3 [Source:HGNC Symbol;Acc:13655]	protein_coding
TREM2	41126244	41130924	221770	 POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY;	ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:17761]	protein_coding
TREML2	41158015	41168932			ENSG00000112195	triggering receptor expressed on myeloid cells-like 2 [Source:HGNC Symbol;Acc:21092]	protein_coding
WTAP	160146617	160177351			ENSG00000146457	Wilms tumor 1 associated protein [Source:HGNC Symbol;Acc:16846]	protein_coding
SCGN	25652464	25702011			ENSG00000079689	secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:16941]	protein_coding
GRIK2	101846664	102517958	611092	 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6	ENSG00000164418	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	protein_coding
PRL	22287480	22297730			ENSG00000172179	prolactin [Source:HGNC Symbol;Acc:9445]	protein_coding
TREML4	41196062	41206620			ENSG00000188056	triggering receptor expressed on myeloid cells-like 4 [Source:HGNC Symbol;Acc:30807]	protein_coding
ACAT2	160181360	160200144			ENSG00000120437	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:94]	protein_coding
ZNF76	35226686	35263762			ENSG00000065029	zinc finger protein 76 [Source:HGNC Symbol;Acc:13149]	protein_coding
HDGFL1	22569678	22571892			ENSG00000112273	hepatoma derived growth factor-like 1 [Source:HGNC Symbol;Acc:21095]	protein_coding
NRSN1	24126350	24155128			ENSG00000152954	neurensin 1 [Source:HGNC Symbol;Acc:17881]	protein_coding
HIST1H2AA	25726291	25726790			ENSG00000164508	histone cluster 1, H2aa [Source:HGNC Symbol;Acc:18729]	protein_coding
HIST1H2BA	25727137	25727573			ENSG00000146047	histone cluster 1, H2ba [Source:HGNC Symbol;Acc:18730]	protein_coding
SLC17A4	25754927	25781419			ENSG00000146039	solute carrier family 17, member 4 [Source:HGNC Symbol;Acc:10932]	protein_coding
TCP1	160199530	160210781			ENSG00000120438	t-complex 1 [Source:HGNC Symbol;Acc:11655]	protein_coding
XPO5	43490072	43543812			ENSG00000124571	exportin 5 [Source:HGNC Symbol;Acc:17675]	protein_coding
MYB	135502453	135540311			ENSG00000118513	v-myb avian myeloblastosis viral oncogene homolog [Source:HGNC Symbol;Acc:7545]	protein_coding
HIST1H2BJ	27093676	27100541			ENSG00000124635	histone cluster 1, H2bj [Source:HGNC Symbol;Acc:4761]	protein_coding
RNF182	13924677	13980533			ENSG00000180537	ring finger protein 182 [Source:HGNC Symbol;Acc:28522]	protein_coding
MRPL18	160210844	160219468			ENSG00000112110	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:14477]	protein_coding
DDAH2	31694815	31698394			ENSG00000213722	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716]	protein_coding
HIST1H2AG	27100832	27103070			ENSG00000196787	histone cluster 1, H2ag [Source:HGNC Symbol;Acc:4737]	protein_coding
ENPP4	46097730	46114436			ENSG00000001561	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) [Source:HGNC Symbol;Acc:3359]	protein_coding
TFAP2A	10393419	10419892	113620	 BRANCHIOOCULOFACIAL SYNDROME; BOFS	ENSG00000137203	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) [Source:HGNC Symbol;Acc:11742]	protein_coding
HIST1H2BK	27106073	27114619			ENSG00000197903	histone cluster 1, H2bk [Source:HGNC Symbol;Acc:13954]	protein_coding
ENPP5	46126924	46138708			ENSG00000112796	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) [Source:HGNC Symbol;Acc:13717]	protein_coding
HIST1H4I	27107076	27108418			ENSG00000198339	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]	protein_coding
TREM1	41235664	41254457			ENSG00000124731	triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:17760]	protein_coding
HACE1	105175968	105307794			ENSG00000085382	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21033]	protein_coding
PNLDC1	160221298	160241736			ENSG00000146453	poly(A)-specific ribonuclease (PARN)-like domain containing 1 [Source:HGNC Symbol;Acc:21185]	protein_coding
HIST1H2AH	27114861	27115317			ENSG00000184825	histone cluster 1, H2ah [Source:HGNC Symbol;Acc:13671]	protein_coding
NCR2	41303393	41318625			ENSG00000096264	natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:6732]	protein_coding
PRSS16	27215480	27224403			ENSG00000112812	protease, serine, 16 (thymus) [Source:HGNC Symbol;Acc:9480]	protein_coding
MAS1	160327974	160329108			ENSG00000130368	MAS1 oncogene [Source:HGNC Symbol;Acc:6899]	protein_coding
SLC17A1	25783125	25832287			ENSG00000124568	solute carrier family 17 (organic anion transporter), member 1 [Source:HGNC Symbol;Acc:10929]	protein_coding
TRAM2	52362200	52441713			ENSG00000065308	translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:16855]	protein_coding
DCDC2	24171984	24358280	600202	 DYSLEXIA, SUSCEPTIBILITY TO, 2; DYX2	ENSG00000146038	doublecortin domain containing 2 [Source:HGNC Symbol;Acc:18141]	protein_coding
IGF2R	160390131	160534539			ENSG00000197081	insulin-like growth factor 2 receptor [Source:HGNC Symbol;Acc:5467]	protein_coding
CLIC1	31698358	31707540			ENSG00000213719	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:2062]	protein_coding
RCAN2	46188475	46459709			ENSG00000172348	regulator of calcineurin 2 [Source:HGNC Symbol;Acc:3041]	protein_coding
CD83	14117872	14137149			ENSG00000112149	CD83 molecule [Source:HGNC Symbol;Acc:1703]	protein_coding
SYNE1	152442819	152958936	612998	 EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT; EDMD4	ENSG00000131018	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding
SYNE1	152442819	152958936	610743	 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8	ENSG00000131018	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding
CYP39A1	46517541	46620523			ENSG00000146233	cytochrome P450, family 39, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:17449]	protein_coding
JARID2	15246527	15522252			ENSG00000008083	jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:6196]	protein_coding
FOXP4	41514164	41570122			ENSG00000137166	forkhead box P4 [Source:HGNC Symbol;Acc:20842]	protein_coding
KAAG1	24357131	24358512			ENSG00000146049	kidney associated antigen 1 [Source:HGNC Symbol;Acc:21031]	protein_coding
