Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
RP11-360O19.5	10574749	10575227			ENSG00000217181
WTAP	159725585	159756319			ENSG00000146457
EGFL8	32164583	32168281			ENSG00000241404
RP1-225E12.3	139159157	139277181			ENSG00000272446
RP11-445F6.2	139271362	139287307			ENSG00000226571
HSPD1P16	152705735	152706128			ENSG00000218792
NMBR	142058330	142088799			ENSG00000135577
MYCT1	152697895	152724567			ENSG00000120279
TXLNB	139240061	139292139			ENSG00000164440
RP3-466P17.1	145735570	145737218			ENSG00000270638
RP3-466P17.2	145736911	145737173			ENSG00000270828
EPM2A	145501583	145736024	MYOCLONIC EPILEPSY OF LAFORA;;MELF;;LAFORA DISEASE;;LAFORA BODY DISEASE; LBD;;EPILEPSY, PROGRESSIVE MYOCLONIC, 2A; EPM2A;;EPM2EPILEPSY, PROGRESSIVE MYOCLONIC, 2B, INCLUDED; EPM2B, INCLUDED	254780	ENSG00000112425
RP1-81D8.4	160666228	160676523			ENSG00000243831
GLTSCR1L	42746958	42868560			ENSG00000112624
TMEM242	157289386	157323601			ENSG00000215712
RP11-809N15.3	104860449	104862123			ENSG00000271099
LINC00577	104936294	104940527			ENSG00000203809
RP5-933K21.3	157323964	157324477			ENSG00000271040
LDHAL6FP	157299045	157300126			ENSG00000217783
RP1-81D8.3	160698288	160700632			ENSG00000224477
DEFB133	49946101	49949444			ENSG00000214643
AIF1	31615184	31617021			ENSG00000204472
NUDT19P4	44898711	44899295			ENSG00000270900
RBM22P4	45098021	45099260			ENSG00000277769
UBE2J1	89326625	89352848			ENSG00000198833
RP1-168L15.5	166383189	166384824			ENSG00000261420
RUNX2	45328157	45664349	METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY;MDMHB	156510	ENSG00000124813
RUNX2	45328157	45664349	CLEIDOCRANIAL DYSPLASIA; CCD;;CLEIDOCRANIAL DYSOSTOSIS; CLCDCLEIDOCRANIAL DYSPLASIA, FORME FRUSTE, WITH BRACHYDACTYLY, INCLUDED;;CLEIDOCRANIAL DYSPLASIA, FORME FRUSTE, DENTAL ANOMALIES ONLY, INCLUDED	119600	ENSG00000124813
RP1-124C6.1	113428540	113433421			ENSG00000232316
RP11-346D19.1	113531118	113543793			ENSG00000236347
RP11-367G18.2	113581501	113581947			ENSG00000218208
RP11-367G18.1	113623535	113650074			ENSG00000230943
RP1-168L15.6	166388136	166389920			ENSG00000280057
RP1-50J22.4	36386831	36393462			ENSG00000224666
KCTD20	36442767	36491143			ENSG00000112078
MYB	135181315	135219173			ENSG00000118513
ZBTB24	109462594	109483237	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME2; ICF2	614069	ENSG00000112365
SMPDL3A	122789049	122809720			ENSG00000172594
RP11-393I2.2	87173368	87174303			ENSG00000218313
RP11-393I2.4	87151159	87155285			ENSG00000272008
MICAL1	109444062	109465968			ENSG00000135596
RP11-325O24.6	127664554	127681555			ENSG00000281248
RP1-40E16.11	3138394	3153062			ENSG00000228170
RP1-125N5.2	168716606	168723495			ENSG00000235815
HNRNPH1P1	159712801	159713985			ENSG00000220305
BPHL	3118374	3153578			ENSG00000137274
RSPH3	158972871	159000187			ENSG00000130363
FAM135A	70412941	70561174			ENSG00000082269
THEMIS	127708072	127918631			ENSG00000172673
HLA-DQA1	32628179	32647062			ENSG00000196735
ALDH5A1	24494852	24537207	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; SSADHD;;SSADH DEFICIENCY;;4-@HYDROXYBUTYRIC ACIDURIA;;GABA METABOLIC DEFECT;;GAMMA-HYDROXYBUTYRIC ACIDURIA	271980	ENSG00000112294
RP1-111C20.3	159064728	159065273			ENSG00000226032
RP11-213N20.1	43364220	43364294			ENSG00000226558
UNC93A	167271169	167316019			ENSG00000112494
TAGAP	159034468	159045152			ENSG00000164691
ZNF318	43307134	43369478			ENSG00000171467
MRPS17P5	127909833	127910052			ENSG00000274493
RP11-35J6.1	168820423	168820656			ENSG00000280665
RP3-495K2.3	168962610	168964341			ENSG00000225879
RP3-495K2.4	169033381	169034050			ENSG00000279810
RP3-495K2.2	169034197	169035642			ENSG00000229720
LIN28B	104957048	105083332			ENSG00000187772
PAQR8	52361421	52407777			ENSG00000170915
ZNF292	87152833	87264196			ENSG00000188994
RPS16P5	53336943	53337346			ENSG00000217527
ELOVL5	53267398	53349179	SPINOCEREBELLAR ATAXIA 38; SCA38	615957	ENSG00000012660
DDO	110391771	110415562			ENSG00000203797
CRIP3	43299710	43308797			ENSG00000146215
RP1-266L20.9	169770413	169772042			ENSG00000266896
PXT1	36390551	36442889			ENSG00000179165
PPT2	32153441	32163680			ENSG00000221988
RP1-111C20.4	158988178	159064925			ENSG00000271913
RP11-321N4.5	85557978	85615234			ENSG00000271793
RP11-480N24.3	43310231	43310357			ENSG00000219222
RPS2P28	43363479	43364219			ENSG00000179157
CEP162	84124241	84227635			ENSG00000135315
AKIRIN2	87675072	87702209			ENSG00000135334
RP3-495O10.1	163363210	163363463			ENSG00000217514
CAHM	163413065	163413960			ENSG00000270419
RP3-495K2.1	169067818	169069424			ENSG00000234519
MRS2	24402908	24426194			ENSG00000124532
CYB5R4	83859643	83967424			ENSG00000065615
RP11-809N15.2	104831129	104845820			ENSG00000227535
HACE1	104728093	104859919			ENSG00000085382
TPT1P6	85427453	85427966			ENSG00000214460
HLA-DQB2	32756098	32763534			ENSG00000232629
IL20RA	136999971	137045180			ENSG00000016402
RP11-550C4.4	47752828	47753240			ENSG00000216616
RP11-527F13.1	126177193	126202239			ENSG00000231842
RP11-417E7.1	169158092	169162924			ENSG00000223485
RP11-417E7.2	169175304	169182740			ENSG00000261039
NT5E	85449584	85495791	CALCIFICATION OF JOINTS AND ARTERIES; CALJA;;ARTERIAL CALCIFICATION DUE TO DEFICIENCY OF CD73; ACDC	211800	ENSG00000135318
SF3B5	144094881	144095573			ENSG00000169976
MRPL42P3	144136450	144136775			ENSG00000219297
THBS2	169215780	169254044	INTERVERTEBRAL DISC DISEASE; IDDLUMBAR DISC DISEASE, INCLUDED; LDD, INCLUDED;;LUMBAR DISC HERNIATION, SUSCEPTIBILITY TO, INCLUDED;;LUMBAR DISC DEGENERATION, SUSCEPTIBILITY TO, INCLUDED	603932	ENSG00000186340
BTN3A3	26440472	26453415			ENSG00000111801
MLLT4	167826922	167972023			ENSG00000130396
XXyac-YX65C7_A.2	169213254	169239565			ENSG00000226445
CNKSR3	154159828	154510659			ENSG00000153721
GPLD1	24424565	24495205			ENSG00000112293
GJE1	142133090	142135151			ENSG00000203733
STX11	144150526	144188370	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4;;HPLH4;;HLH4	603552	ENSG00000135604
TPT1P4	144200447	144200965			ENSG00000217027
RP11-244K5.6	149934527	149936782			ENSG00000216621
RP1-91J24.1	144257034	144257624			ENSG00000216475
XXbac-BPG252P9.10	30742929	30743592			ENSG00000272273
IER3	30743199	30744554			ENSG00000137331
RP11-795J1.1	46492052	46532758			ENSG00000236466
RP11-40G16.1	91815843	91816428			ENSG00000219867
RP1-281H8.3	149491567	149492289			ENSG00000219553
RPL5P19	92013842	92014734			ENSG00000220553
RP11-69I8.3	131950946	132077393			ENSG00000227220
RP1-149C7.1	92387841	92388827			ENSG00000261038
CTGF	131948176	131951373			ENSG00000118523
RP11-127B16.1	92723003	92723829			ENSG00000220908
FBXO9	53051991	53100873			ENSG00000112146
SUPT3H	44809317	45377953			ENSG00000196284
RP1-97J1.2	111900489	111901851			ENSG00000227012
RP1-266L20.2	169725091	169725854			ENSG00000232640
C6orf120	169702190	169704856			ENSG00000185127
TNFAIP3	137867188	137883312			ENSG00000118503
IPCEF1	154154496	154356792			ENSG00000074706
RP1-166H4.2	45573346	45576770			ENSG00000261080
RP11-491H9.4	45097496	45097976			ENSG00000276156
RP11-491H9.3	45158870	45159511			ENSG00000219384
RP1-244F24.1	45421079	45422005			ENSG00000271857
RP1-266L20.4	169725504	169738992			ENSG00000227704
PHF10	169703905	169725566			ENSG00000130024
RP11-244K5.7	149951833	149952239			ENSG00000215094
ULBP1	149964007	149973710			ENSG00000111981
ULBP2	149942000	149949235			ENSG00000131015
ATF1P1	92887251	92888581			ENSG00000219387
RP1-23E21.2	93070387	93103384			ENSG00000235099
COPS5P1	93091976	93092760			ENSG00000213187
RP1-8B1.4	46097093	46129706			ENSG00000231769
RP3-523C21.2	132085084	132099279			ENSG00000236166
PRSS35	83512538	83525704			ENSG00000146250
RP3-523C21.3	132130252	132131795			ENSG00000280155
GPR6	109978256	109980718			ENSG00000146360
RP1-159G19.1	79803583	79807225			ENSG00000235357
ICK	53001279	53061802	ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO	612651	ENSG00000112144
EPHA7	93240020	93419547			ENSG00000135333
RP1-92C4.1	79854684	79855632			ENSG00000220918
RP1-92C4.2	79871873	79874610			ENSG00000233835
LINC01013	132131915	132169374			ENSG00000228495
ENPP4	46129993	46146699			ENSG00000001561
VTA1	142147162	142224689			ENSG00000009844
RP3-425C14.7	122531123	122531436			ENSG00000277408
PKIB	122471917	122726373			ENSG00000135549
ELOVL4	79914812	79947580	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION; ISQMR	614457	ENSG00000118402
ELOVL4	79914812	79947580	STARGARDT DISEASE 3; STGD3;;MACULAR DYSTROPHY WITH FLECKS, TYPE 3;;STARGARDT-LIKE MACULAR DYSTROPHY, AUTOSOMAL DOMINANT	600110	ENSG00000118402
ELOVL4	79914812	79947580	SPINOCEREBELLAR ATAXIA 34; SCA34;;ERYTHROKERATODERMIA WITH ATAXIA	133190	ENSG00000118402
TUBB2A	3153669	3157526	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5; CDCBM5	615763	ENSG00000137267
NANOGP11	152545930	152546984			ENSG00000233464
RP11-439L18.2	142946047	142956698			ENSG00000224460
RP11-439L18.1	142950211	142956646			ENSG00000232618
LINC01277	142966421	143038077			ENSG00000229017
RP11-503C24.1	168194358	168204501			ENSG00000234768
RP11-503C24.2	168225279	168226517			ENSG00000237987
RP1-167A14.2	166969626	166999065			ENSG00000227598
TCP11	35118071	35148610			ENSG00000124678
RAB32	146543693	146554965			ENSG00000118508
RP11-12A2.1	139338018	139339580			ENSG00000218565
RP11-317B3.2	154216931	154217489			ENSG00000237593
PDCD2	170575295	170584692			ENSG00000071994
HCG23	32390510	32393686			ENSG00000228962
RP11-503C24.3	168229732	168240715			ENSG00000228361
RP11-503C24.4	168242938	168262581			ENSG00000234647
CTAGE13P	168286905	168289350			ENSG00000230711
MAN1A1	119177209	119349761			ENSG00000111885
CTA-31J9.2	134636489	134642495			ENSG00000227723
FAM8A6P	134603564	134604698			ENSG00000218772
RP11-557H15.4	134525314	134659836			ENSG00000232310
RP11-557H15.5	134606299	134609437			ENSG00000229722
RP1-249H1.2	113791829	113837368			ENSG00000231912
TAAR4P	132594398	132595436			ENSG00000237449
RP1-249H1.3	113839279	113839621			ENSG00000219758
OPRM1	154010496	154246867			ENSG00000112038
DACT2	168292830	168319754			ENSG00000164488
RP3-425C14.5	122471923	122484161			ENSG00000279114
RP11-95G17.2	122643388	122644771			ENSG00000272472
RP5-1046G13.2	72316599	72317436			ENSG00000218732
MARCKS	113857362	113863471			ENSG00000277443
RP3-354N19.3	119269133	119269714			ENSG00000216316
LINC01268	113868013	113873351			ENSG00000227502
RP11-544L8__B.4	113904138	113921642			ENSG00000175967
XXbac-BPG246D15.9	32813767	32838822			ENSG00000250264
HLA-DOB	32812763	32817048			ENSG00000241106
RP5-933K21.2	157365990	157366923			ENSG00000213078
RP3-395C13.1	157372556	157373171			ENSG00000218631
RP11-503C24.6	168298069	168302114			ENSG00000224417
RP1-39J2.1	168374697	168375355			ENSG00000260771
TAP2	32821833	32838780	BARE LYMPHOCYTE SYNDROME, TYPE I;;BLS, TYPE I;;HLA CLASS I DEFICIENCY	604571	ENSG00000204267
PKMP3	85659892	85660606			ENSG00000220563
TAAR3	132608225	132609302			ENSG00000179073
TAAR2	132617022	132624275			ENSG00000146378
HMGN3-AS1	79233718	79236797			ENSG00000270362
EEF1A1P36	132271982	132273332			ENSG00000223912
HMGN3	79201245	79234738			ENSG00000118418
RNA5SP205	19438283	19438418			ENSG00000201523
Y_RNA	87826173	87826285			ENSG00000207131
RNU1-87P	37915573	37915742			ENSG00000200597
RGS17	153004459	153131249			ENSG00000091844
RP1-45I4.3	143039425	143042324			ENSG00000227192
RP1-90K10.4	36940071	36944675			ENSG00000232598
RP11-321N4.4	85498441	85499058			ENSG00000280232
RP11-475C16.2	153304595	153308982			ENSG00000237312
RP11-306O13.1	153231320	153347488			ENSG00000213121
RP11-475C16.1	153282287	153282733			ENSG00000218426
HDGFL1	22569493	22571666			ENSG00000112273
RP1-95L4.2	143298770	143299554			ENSG00000217495
RP11-250B2.6	80355424	80356859			ENSG00000272129
RP1-45I4.2	143094034	143099645			ENSG00000225752
AIG1	143060496	143340304			ENSG00000146416
ABCC10	43427366	43450430			ENSG00000124574
RPL21P65	106642463	106642928			ENSG00000216977
ZDHHC14	157381133	157678146			ENSG00000175048
QRSL1	106629578	106668417			ENSG00000130348
RP1-309H15.2	22589137	22593833			ENSG00000228772
RP1-95L4.3	143327275	143327655			ENSG00000216642
RP1-209A6.1	22744395	23031780			ENSG00000233358
RP11-108N13.1	23102680	23103546			ENSG00000218476
RP11-439H9.1	23337711	23346560			ENSG00000235743
WASF1	110099819	110180004			ENSG00000112290
RP11-404H14.1	106358566	106359717			ENSG00000233941
TSPO2	41042554	41044337			ENSG00000112212
RP1-297M16.2	151196681	151197638			ENSG00000231883
RP1-292B18.3	151054897	151056057			ENSG00000232290
RP1-292B18.4	151088103	151228447			ENSG00000223598
YWHAZP4	127355756	127356789			ENSG00000213131
RP1-99E18.2	150934968	150935566			ENSG00000218996
ADCY10P1	41101022	41140835			ENSG00000161912
DLK2	43450352	43456632			ENSG00000171462
MOXD1	132296055	132401545			ENSG00000079931
OARD1	41033627	41097787			ENSG00000124596
MTHFD1L	150865549	151101887			ENSG00000120254
CYP39A1	46549580	46652830			ENSG00000146233
RP1-38C16.2	135629405	135630268			ENSG00000233534
LINC00271	135497801	135716055			ENSG00000231028
RP1-12G14.5	149561152	149563949			ENSG00000235168
DNPH1	43225629	43229484			ENSG00000112667
HLA-DRB1	32552990	32589848	HEPATITIS C VIRUS, SUSCEPTIBILITY TO;;HCV, SUSCEPTIBILITY TOHEPATITIS C VIRUS, RESISTANCE TO, INCLUDED;;HCV, RESISTANCE TO, INCLUDED;;HEPATITIS C VIRUS INFECTION, RESPONSE TO THERAPY OF, INCLUDED	609532	ENSG00000196126
SLC35B2	44254096	44257890			ENSG00000157593
RPL17P25	80374015	80374569			ENSG00000219547
RP11-250B2.4	80440730	80441172			ENSG00000279022
RP11-250B2.3	80443344	80465927			ENSG00000233967
LSM2	31797396	31806984			ENSG00000204392
IBTK	82169983	82247754			ENSG00000005700
FHL5	96562548	96616636			ENSG00000112214
TAAR1	132644984	132646003			ENSG00000146399
RP11-250B2.5	80466958	80469080			ENSG00000260645
HLFP1	132674885	132675383			ENSG00000218194
BEND6	56955126	57027342			ENSG00000151917
FTH1P15	57004520	57004799			ENSG00000218980
OSTCP6	56975606	56976062			ENSG00000219790
SDCBP2P1	73322837	73323450			ENSG00000223389
PAICSP3	73327524	73329017			ENSG00000226840
DPPA5	73353062	73354295			ENSG00000203909
HLA-DRB6	32552713	32560022			ENSG00000229391
RP11-331O9.1	153665707	153666390			ENSG00000217160
RP11-331O9.3	153666627	153667318			ENSG00000218776
RP11-331O9.2	153666466	153666666			ENSG00000242246
RP11-331O9.4	153667318	153668106			ENSG00000217044
APOBEC2	41053304	41064511			ENSG00000124701
NFYA	41072945	41099976			ENSG00000001167
UNC5CL	41026911	41039217			ENSG00000124602
BTN2A2	26383096	26394874			ENSG00000124508
TCTE3	169740114	169751587			ENSG00000184786
F13A1	6144085	6321013			ENSG00000124491
RP11-298J23.8	41764292	41764460			ENSG00000269387
LEMD2	33771202	33789136			ENSG00000161904
TMEM14C	10722915	10731129			ENSG00000111843
RP11-250B2.2	80470071	80470428			ENSG00000219361
RP11-11L12.2	80499196	80499392			ENSG00000181705
RP11-421M1.8	10743324	10747663			ENSG00000272097
C6orf49	41783474	41787129			ENSG00000278224
PRICKLE4	41780349	41790141			ENSG00000124593
RP11-298J23.9	41791410	41791477			ENSG00000268745
RP5-973N23.4	41868622	41869731			ENSG00000227516
USP49	41789896	41895361			ENSG00000164663
FRS3	41770176	41786542			ENSG00000137218
TOMM6	41787662	41789898			ENSG00000214736
RP11-486E2.1	80555841	80557189			ENSG00000216352
RP11-753B14.1	142251847	142259632			ENSG00000237494
CYP21A2	32038265	32041670	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY;;ADRENAL HYPERPLASIA III;;21-@HYDROXYLASE DEFICIENCY;;CYP21 DEFICIENCY;;CONGENITAL ADRENAL HYPERPLASIA 1; CAH1HYPERANDROGENISM, NONCLASSIC TYPE, DUE TO 21-HYDROXYLASE DEFICIENCY,INCLUDED	201910	ENSG00000231852
TNXB	32041154	32115334			ENSG00000168477
ZNF204P	27357825	27360221			ENSG00000204789
VN1R10P	27324894	27325768			ENSG00000220758
POM121L2	27285903	27312170			ENSG00000158553
XXbac-BPGBPG24O18.1	27268113	27269229			ENSG00000270935
RP11-354I10.1	9124221	9161777			ENSG00000225775
RP11-314C16.1	8784178	8785445			ENSG00000230939
PSMB1	170535117	170553341			ENSG00000008018
TBP	170554302	170572870	SPINOCEREBELLAR ATAXIA 17; SCA17;;HUNTINGTON DISEASE-LIKE 4; HDL4	607136	ENSG00000112592
SLC22A16	110424687	110476641			ENSG00000004809
RPSAP43	114084168	114084792			ENSG00000216471
HS3ST5	114055586	114343045			ENSG00000249853
HDAC2	113933028	114011308			ENSG00000196591
RP3-483K16.4	53350158	53350705			ENSG00000271367
RPL31P28	53354715	53355065			ENSG00000219863
RPL31P33	53368670	53369009			ENSG00000218049
RP11-96J19.1	53378503	53378861			ENSG00000218261
VNN1	132681590	132714049			ENSG00000112299
CTA-331P3.1	110477907	110479436			ENSG00000260188
CCNG1P1	132698783	132699667			ENSG00000218991
RP11-96J19.4	53381519	53382203			ENSG00000271338
NANOGP3	53418452	53418737			ENSG00000271373
RP1-60O19.2	106695535	106699994			ENSG00000229654
RP1-12G14.9	149576089	149590864			ENSG00000281021
NUDT19P3	114019621	114020483			ENSG00000216723
GINM1	149566294	149591748			ENSG00000055211
RP3-399L15.3	113969701	114471705			ENSG00000228624
RPS7P8	96648489	96649069			ENSG00000213183
DNAJA1P4	114349483	114350648			ENSG00000218089
RP11-346C16.4	110562175	110562615			ENSG00000219559
RP11-346C16.6	110598093	110598705			ENSG00000270934
RP11-304C16.2	96653274	96654142			ENSG00000219139
RP11-304C16.3	96672129	96672969			ENSG00000217331
EEF1GP6	96750824	96751728			ENSG00000216518
GPR63	96794126	96837463			ENSG00000112218
RP3-417O22.3	96785137	96795821			ENSG00000224384
BAG2	57172326	57189833			ENSG00000112208
RP11-203B9.4	57114894	57174236			ENSG00000226803
RAB23	57186992	57222314	CARPENTER SYNDROME 1; CRPT1;;CARPENTER SYNDROME;;ACROCEPHALOPOLYSYNDACTYLY TYPE II;;ACPS II	201000	ENSG00000112210
ZNF451	57086844	57170307			ENSG00000112200
NDUFAF4	96889313	96897881	MITOCHONDRIAL COMPLEX I DEFICIENCY;;NADH:Q(1) OXIDOREDUCTASE DEFICIENCY;;NADH-COENZYME Q REDUCTASE DEFICIENCY;;MITOCHONDRIAL NADH DEHYDROGENASE COMPONENT OF COMPLEX I, DEFICIENCYOF	252010	ENSG00000123545
SNHG5	85660950	85678736			ENSG00000203875
RP1-27K12.4	53503185	53506919			ENSG00000249379
GCLC	53497341	53616970	GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUETO	230450	ENSG00000001084
KLHL32	96924620	97140754			ENSG00000186231
RP1-12G14.7	149591755	149592663			ENSG00000233330
RPS18P9	149594084	149594543			ENSG00000220848
RP1-27K12.2	53561289	53617171			ENSG00000231683
RP11-735G4.1	125370211	125374324			ENSG00000226409
EEF1DP5	128580113	128580884			ENSG00000213130
RP11-138M12.1	125425627	125445183			ENSG00000228704
RP1-293L8.2	125674353	125720218			ENSG00000224506
HEY2	125747664	125761269			ENSG00000135547
COX7A2	75237675	75250323			ENSG00000112695
RP11-624M8.1	125578558	125749190			ENSG00000237742
RP11-346C16.2	110645699	110646558			ENSG00000213150
CNN2P9	110858239	110859147			ENSG00000213149
RP3-418A9.3	110863860	110864451			ENSG00000271607
RP11-569A2.2	110706362	110706882			ENSG00000219150
CDK19	110609978	110815958			ENSG00000155111
ANKRD66	46746917	46759506			ENSG00000230062
RP11-268F1.3	46758296	46761158			ENSG00000236164
KATNA1	149594873	149648972			ENSG00000186625
RP1-60O19.1	106717452	106787541			ENSG00000235142
HULC	8652137	8653846			ENSG00000251164
TREM1	41267926	41286719			ENSG00000124731
RP1-229K20.5	41269875	41270239			ENSG00000218809
DDR1	30876421	30900156			ENSG00000204580
SLC35B3	8413068	8435483			ENSG00000124786
RPL10A	35468408	35470785			ENSG00000198755
FANCE	35452361	35467103	FANCONI ANEMIA, COMPLEMENTATION GROUP E; FANCE;;FACE	600901	ENSG00000112039
RP11-203H2.2	8341937	8343021			ENSG00000234763
RP11-203H2.1	8329655	8342455			ENSG00000232234
ZNF184	27450743	27473118			ENSG00000096654
SUMO2P1	29636060	29636343			ENSG00000235238
LINC00336	33586106	33593338			ENSG00000197251
GGNBP1	33540046	33589026			ENSG00000204188
BAK1	33572547	33580293			ENSG00000030110
XXbac-BPGBPG34I8.2	27510501	27510694			ENSG00000278332
XXbac-BPGBPG34I8.1	27515039	27515274			ENSG00000270666
HNRNPA1P1	27523076	27524339			ENSG00000218347
RP1-15D7.1	27652602	27652825			ENSG00000216676
XXbac-BPG34I8.3	27560822	27561744			ENSG00000219738
